Date,Open,High,Low,Close,Volume,ret_1d,ret_5d,vol_10,vol_20,rsi_14,macd,macd_sig,bb_pos,bb_high_rel,bb_low_rel,sma_20,sma_50,sma_ratio,vol_norm_20,ret_lag1,ret_lag2,ret_lag3,ret_lag5,y
2016-01-01,430.72100830078125,436.2460021972656,427.5150146484375,434.3340148925781,36278900,,,,,,0.0,0.0,,,,,,,,,,,,0
2016-01-02,434.62200927734375,436.06201171875,431.8699951171875,433.43798828125,30096600,-0.0020629897281927434,,,,0.0,-0.07147790631682938,-0.014295581263365876,,,,,,,,,,,,0
2016-01-03,433.5780029296875,433.7430114746094,424.70599365234375,430.010986328125,39633800,-0.00790655652199379,,,,0.0,-0.40004362511837144,-0.09144519003436699,,,,,,,,-0.0020629897281927434,,,,1
2016-01-04,430.0610046386719,434.5169982910156,429.0840148925781,433.09100341796875,38477500,0.007162647438718084,,,,18.034413294175337,-0.40720863837856314,-0.15459787970320624,,,,,,,,-0.00790655652199379,-0.0020629897281927434,,,0
2016-01-05,433.0690002441406,434.1820068359375,429.6759948730469,431.9599914550781,34522600,-0.0026114880105212457,,,,16.833852152805107,-0.4984048749995509,-0.2233592787624752,,,,,,,,0.007162647438718084,-0.00790655652199379,-0.0020629897281927434,,0
2016-01-06,431.8559875488281,431.8559875488281,426.34100341796875,429.1050109863281,34042500,-0.006609363193875617,-0.012039130546897758,,,14.254277504731903,-0.7919228200017301,-0.3370719870103262,,,,,,,,-0.0026114880105212457,0.007162647438718084,-0.00790655652199379,,1
2016-01-07,430.010986328125,458.7659912109375,429.0769958496094,458.0480041503906,87562200,0.06744967414278147,0.05677863162555008,,,67.92124612243273,1.2959804990812813,-0.010461489792004678,,,,,,,,-0.006609363193875617,-0.0026114880105212457,0.007162647438718084,-0.0020629897281927434,0
2016-01-08,457.5379943847656,462.9339904785156,447.93798828125,453.2300109863281,56993000,-0.010518533255044149,0.05399635217804777,,,61.06914361481665,2.532691844260114,0.4981691770184191,,,,,,,,0.06744967414278147,-0.006609363193875617,-0.0026114880105212457,-0.00790655652199379,0
2016-01-09,453.38299560546875,454.6400146484375,446.8890075683594,447.6109924316406,32278000,-0.012397719520954253,0.03352641569342163,,,54.20148972795547,3.024521852852388,1.003439712185213,,,,,,,,-0.010518533255044149,0.06744967414278147,-0.006609363193875617,0.007162647438718084,1
2016-01-10,448.2380065917969,448.3089904785156,440.35101318359375,447.9909973144531,35995900,0.0008489623562373261,0.03711224691289994,,,54.57354614519264,3.405705048493985,1.4838927794469676,,,,,,,,-0.012397719520954253,-0.010518533255044149,0.06744967414278147,-0.0026114880105212457,1
2016-01-11,448.697998046875,450.6619873046875,443.8550109863281,448.4280090332031,40450000,0.0009754921892843882,0.045030930779530465,0.02325270529841728,,55.02603430721988,3.7004027314924315,1.9271947698560605,,,,,,,,0.0008489623562373261,-0.012397719520954253,-0.010518533255044149,-0.006609363193875617,0
2016-01-12,448.1820068359375,448.1820068359375,435.69000244140625,435.69000244140625,115607000,-0.028405912064368155,-0.048811481561752634,0.02534278520863834,,41.91904751535253,2.8729841198921235,2.116352639863273,,,,,,,,0.0009754921892843882,0.0008489623562373261,-0.012397719520954253,0.06744967414278147,0
2016-01-13,434.6650085449219,435.1860046386719,424.4429931640625,432.3710021972656,173888000,-0.007617802165628018,-0.04602300881106425,0.025331926555473856,,39.29278600625756,1.9272175628962032,2.0785256244698593,,,,,,,,-0.028405912064368155,0.0009754921892843882,0.0008489623562373261,-0.010518533255044149,0
2016-01-14,432.2879943847656,433.3240051269531,427.8450012207031,430.3059997558594,43945500,-0.004775996611502853,-0.038660785745613824,0.025281466143713238,,37.70979410764151,0.9995402358738374,1.8627285467506551,,,,,,,,-0.007617802165628018,-0.028405912064368155,0.0009754921892843882,-0.012397719520954253,0
2016-01-15,430.2550048828125,430.2550048828125,364.33099365234375,364.33099365234375,153351008,-0.1533211392380016,-0.1867448322926607,0.0546414416534743,,15.803631296067707,-5.001626706499621,0.4898574961006,,,,,,,,-0.004775996611502853,-0.007617802165628018,-0.028405912064368155,0.0008489623562373261,1
2016-01-16,365.072998046875,390.5570068359375,354.91400146484375,387.5360107421875,120352000,0.06369213021713627,-0.1357899084454981,0.06014840836305824,,30.98877835721558,-7.79528460909529,-1.1671709249385782,,,,,,,,-0.1533211392380016,-0.004775996611502853,-0.007617802165628018,0.0009754921892843882,0
2016-01-17,387.1520080566406,390.9649963378906,380.0920104980469,382.29901123046875,45319600,-0.01351358161965166,-0.12254353074837376,0.0539308228475895,,29.68745870627535,-10.312979113669485,-2.9963325626847594,,,,,,,,0.06369213021713627,-0.1533211392380016,-0.004775996611502853,-0.028405912064368155,1
2016-01-18,381.7330017089844,388.10400390625,376.6650085449219,387.1679992675781,54403900,0.012736072796625919,-0.10454679592287741,0.05471324622279487,,32.524505291175515,-11.779595658581684,-4.752985181864145,,,,,,,,-0.01351358161965166,0.06369213021713627,-0.1533211392380016,-0.007617802165628018,0
2016-01-19,387.0260009765625,387.7300109863281,378.97198486328125,380.14898681640625,46819800,-0.018129113109683792,-0.1165612679532948,0.0547225440030645,,30.60724988880675,-13.354335019975792,-6.473255149486475,,,,,,,,0.012736072796625919,-0.01351358161965166,0.06369213021713627,-0.004775996611502853,1
2016-01-20,379.739990234375,425.2669982910156,376.5989990234375,420.2300109863281,121720000,0.10543504141779825,0.15342921219413186,0.0667154245792563,,49.06981391776745,-11.238572363410753,-7.426318592271331,0.4714280226859428,1.1380702008583616,0.8768565785245236,423.36635131835936,,,1.8143634214412776,-0.018129113109683792,0.012736072796625919,-0.01351358161965166,-0.1533211392380016,0
2016-01-21,419.6319885253906,422.87701416015625,406.29998779296875,410.2619934082031,68338000,-0.023720384830985597,0.05864224752299041,0.06695540321041787,0.04906125456971189,45.80579260605135,-10.248018153093028,-7.990658504435671,0.39166941472571937,1.162892788663883,0.8951226113836444,422.1627502441406,,,0.9948777668962404,0.10543504141779825,-0.018129113109683792,0.012736072796625919,0.06369213021713627,0
2016-01-22,409.7510070800781,410.4100036621094,375.2820129394531,382.49200439453125,91546600,-0.06768842705359068,0.0005048225561488096,0.06947140720706176,0.05123567264530798,38.1852512646383,-11.570426164298283,-8.706612036408194,0.17660320620001724,1.24711516109119,0.9469984215654575,419.6154510498047,,,1.2756913042588487,-0.023720384830985597,0.10543504141779825,-0.018129113109683792,-0.01351358161965166,1
2016-01-23,382.4339904785156,394.5429992675781,381.9809875488281,387.4909973144531,56247400,0.013069535735354965,0.000834258119178255,0.06987988230493253,0.0513863463792863,40.11661149812134,-12.075864046538868,-9.380462438434328,0.24536556324130296,1.229433454005725,0.9254008750113322,417.4894515991211,,,0.7748320129939094,-0.06768842705359068,-0.023720384830985597,0.10543504141779825,0.012736072796625919,1
2016-01-24,388.10198974609375,405.4849853515625,387.510009765625,402.97100830078125,54824800,0.0399493435811773,0.06003441354796224,0.07156433982881188,0.05227307480826254,45.76735258320265,-11.099373031760535,-9.72424455709957,0.3892848608579453,1.1781216592274821,0.8864608704058498,415.9834518432617,,,0.7468261604558909,0.013069535735354965,-0.06768842705359068,-0.023720384830985597,-0.018129113109683792,0
2016-01-25,402.3169860839844,402.3169860839844,388.5539855957031,391.72601318359375,59062400,-0.02790522118354022,-0.06782951492643807,0.05036778223137422,0.05258711878546202,42.621081105541656,-11.104864034866466,-10.00036845265295,0.31216290107394756,1.2079546632233362,0.9056233938747844,413.9717529296875,,,0.791324664443877,0.0399493435811773,0.013069535735354965,-0.06768842705359068,0.10543504141779825,1
2016-01-26,392.00201416015625,397.7659912109375,390.57501220703125,392.15301513671875,58147000,0.0010900525845978226,-0.04414003383800236,0.04647054140150684,0.05259151256961314,42.78193398881409,-10.948552111866945,-10.19000518449575,0.3322667850147441,1.2027361349662844,0.8991176681647436,412.12415313720703,,,0.7666798851823199,-0.02790522118354022,0.0399493435811773,0.013069535735354965,-0.023720384830985597,1
2016-01-27,392.4440002441406,396.8429870605469,391.7820129394531,394.97198486328125,47424400,0.007188443331437089,0.032628081960837996,0.04615615191379142,0.04999684029961447,43.900043260839176,-10.476440602989157,-10.247292268194432,0.3746979008640049,1.1768652989546176,0.8940175375301765,408.97035217285156,,,0.6422962077780585,0.0010900525845978226,-0.02790522118354022,0.0399493435811773,-0.06768842705359068,0
2016-01-28,395.14599609375,395.50201416015625,379.7349853515625,380.28900146484375,59247900,-0.037174746465929664,-0.018586227549861944,0.047800118938079894,0.050472450298175195,39.56340393482714,-11.15845515513422,-10.42952484558239,0.26449478437879614,1.205592334638912,0.9260670093626358,405.3233016967773,,,0.8012053216458851,0.007188443331437089,0.0010900525845978226,-0.02790522118354022,0.013069535735354965,0
2016-01-29,380.1080017089844,384.3789978027344,365.4519958496094,379.4739990234375,86125296,-0.0021431133644858047,-0.05830942870164335,0.04742156887589277,0.05047198478419148,39.33115467560672,-11.630649598378454,-10.669749796141604,0.2773615045046552,1.191959289954211,0.9263226111019005,401.9164520263672,,,1.1237522009353311,-0.037174746465929664,0.007188443331437089,0.0010900525845978226,0.0399493435811773,0
2016-01-30,378.864990234375,380.9169921875,376.4909973144531,378.2550048828125,30284400,-0.003212325860960319,-0.034388853043741285,0.03005294014957632,0.05044703253682084,38.96273945566602,-11.965301192213644,-10.928860075356011,0.28295677487432386,1.1762058712990473,0.9304663326984749,398.42965240478514,,,0.3966249854551586,-0.0021431133644858047,-0.037174746465929664,0.007188443331437089,-0.02790522118354022,0
2016-01-31,378.2929992675781,380.34698486328125,367.8349914550781,368.7669982910156,37894300,-0.025083624722259446,-0.0596349280587577,0.03012482317417096,0.05056187822053828,36.126246248578546,-12.84801392186074,-11.312690844656958,0.19326145445928478,1.1831473844121085,0.9561254013613829,394.4466018676758,,,0.497121344656755,-0.003212325860960319,-0.0021431133644858047,-0.037174746465929664,0.0010900525845978226,1
2016-02-01,369.3500061035156,378.0719909667969,367.9570007324219,373.0559997558594,51656700,0.011630654274163321,-0.05548744201442046,0.022873140181873766,0.05052385574498623,38.31247455376051,-13.051039289239327,-11.660360533573431,0.2601751642935285,1.1509855477444932,0.9469027156234043,391.3149017333984,,,0.707335823980885,-0.025083624722259446,-0.003212325860960319,-0.0021431133644858047,0.007188443331437089,1
2016-02-02,372.9200134277344,375.88299560546875,372.9200134277344,374.447998046875,40378700,0.0037313387049842106,-0.015359380354071916,0.02236272434731463,0.05057405024766021,39.04171874333155,-12.950332356828255,-11.918354898224397,0.29116205067468054,1.1266385288818714,0.9479819981439076,388.4187515258789,,,0.6085300771800728,0.011630654274163321,-0.025083624722259446,-0.003212325860960319,-0.037174746465929664,0
2016-02-03,374.64599609375,374.95001220703125,368.0450134277344,369.9490051269531,45933400,-0.012015000596581338,-0.025100517877368667,0.016490292982389496,0.050591429110977706,37.49876166400138,-13.082742801037568,-12.151232478787032,0.22388206210124853,1.117401333868622,0.9661339450662512,385.4009017944336,,,0.6912071930451399,0.0037313387049842106,0.011630654274163321,-0.025083624722259446,-0.0021431133644858047,1
2016-02-04,370.17401123046875,391.6080017089844,369.9930114746094,389.593994140625,69285504,0.053101883614825374,0.02997710304276202,0.024017253164115595,0.03866216167217551,47.29383131430873,-11.470270460782842,-12.015040075186194,0.5559150663099971,1.0597288306963308,0.9252301657674556,386.66405181884767,,,1.1130093273792279,-0.012015000596581338,0.0037313387049842106,0.011630654274163321,-0.003212325860960319,0
2016-02-05,388.89801025390625,391.093994140625,385.5719909667969,386.54901123046875,43825000,-0.007815785037633693,0.04822018516261117,0.024125324873269252,0.036076464696725125,46.088167843519074,-10.319126717395932,-11.675857403628143,0.4987462062789285,1.0679407487059385,0.9323991337456186,386.61470184326174,,,0.7501165397830062,0.053101883614825374,-0.012015000596581338,0.0037313387049842106,-0.025083624722259446,0
2016-02-06,386.5889892578125,386.6310119628906,372.3869934082031,376.5220031738281,49249300,-0.025939810387103357,0.009290839499262793,0.0251033466672208,0.03643530286541613,42.267015314368734,-10.099511872053881,-11.36058829731329,0.315178452809758,1.0964786094901433,0.9555972223813576,386.3258514404297,,,0.8401343961198716,-0.007815785037633693,0.053101883614825374,-0.012015000596581338,0.011630654274163321,1
